indice_tiempo;medio_de_transporte;pais_destino;viajes_de_turistas_residentes
1/6/2021;Terrestre;Paraguay;40
1/6/2021;Terrestre;Uruguay;40
1/6/2021;Terrestre;EE.UU. y Canadá;0
1/6/2021;Terrestre;Resto de América;0
1/6/2021;Terrestre;Europa;0
1/6/2021;Terrestre;Resto del mundo;0
1/7/2021;Aérea;Bolivia;436
1/7/2021;Aérea;Brasil;501
1/7/2021;Aérea;Chile;101
1/7/2021;Aérea;Paraguay;1356
1/7/2021;Aérea;Uruguay;726
1/7/2021;Aérea;EE.UU. y Canadá;14939
1/7/2021;Aérea;Resto de América;2816
1/7/2021;Aérea;Europa;4322
1/7/2021;Aérea;Resto del mundo;4
1/7/2021;Fluvial/Marítima;Bolivia;0
1/7/2021;Fluvial/Marítima;Brasil;0
1/7/2021;Fluvial/Marítima;Chile;0
1/7/2021;Fluvial/Marítima;Paraguay;0
1/7/2021;Fluvial/Marítima;Uruguay;3754
1/7/2021;Fluvial/Marítima;EE.UU. y Canadá;0
1/7/2021;Fluvial/Marítima;Resto de América;0
1/7/2021;Fluvial/Marítima;Europa;0
1/7/2021;Fluvial/Marítima;Resto del mundo;0
1/7/2021;Terrestre;Bolivia;397
1/7/2021;Terrestre;Brasil;55
1/7/2021;Terrestre;Chile;242
1/7/2021;Terrestre;Paraguay;47
1/7/2021;Terrestre;Uruguay;42
1/7/2021;Terrestre;EE.UU. y Canadá;0
1/7/2021;Terrestre;Resto de América;0
1/7/2021;Terrestre;Europa;0
1/7/2021;Terrestre;Resto del mundo;0
1/8/2021;Aérea;Bolivia;945
1/8/2021;Aérea;Brasil;1015
1/8/2021;Aérea;Chile;1136
1/8/2021;Aérea;Paraguay;1142
1/8/2021;Aérea;Uruguay;1156
1/8/2021;Aérea;EE.UU. y Canadá;19402
1/8/2021;Aérea;Resto de América;4595
1/8/2021;Aérea;Europa;11461
1/8/2021;Aérea;Resto del mundo;46
1/8/2021;Fluvial/Marítima;Bolivia;0
1/8/2021;Fluvial/Marítima;Brasil;0
1/8/2021;Fluvial/Marítima;Chile;0
1/8/2021;Fluvial/Marítima;Paraguay;0
1/8/2021;Fluvial/Marítima;Uruguay;4427
1/8/2021;Fluvial/Marítima;EE.UU. y Canadá;0
1/8/2021;Fluvial/Marítima;Resto de América;0
1/8/2021;Fluvial/Marítima;Europa;0
1/8/2021;Fluvial/Marítima;Resto del mundo;0
1/8/2021;Terrestre;Bolivia;452
1/8/2021;Terrestre;Brasil;14
1/8/2021;Terrestre;Chile;217
1/8/2021;Terrestre;Paraguay;22
1/8/2021;Terrestre;Uruguay;39
1/8/2021;Terrestre;EE.UU. y Canadá;0
1/8/2021;Terrestre;Resto de América;0
1/8/2021;Terrestre;Europa;0
1/8/2021;Terrestre;Resto del mundo;0
1/9/2021;Aérea;Bolivia;1232
1/9/2021;Aérea;Brasil;1222
1/9/2021;Aérea;Chile;1249
1/9/2021;Aérea;Paraguay;1007
1/9/2021;Aérea;Uruguay;898
1/9/2021;Aérea;EE.UU. y Canadá;23085
1/9/2021;Aérea;Resto de América;5248
1/9/2021;Aérea;Europa;14371
1/9/2021;Aérea;Resto del mundo;14
1/9/2021;Fluvial/Marítima;Bolivia;0
1/9/2021;Fluvial/Marítima;Brasil;0
1/9/2021;Fluvial/Marítima;Chile;0
1/9/2021;Fluvial/Marítima;Paraguay;0
1/9/2021;Fluvial/Marítima;Uruguay;4596
1/9/2021;Fluvial/Marítima;EE.UU. y Canadá;0
1/9/2021;Fluvial/Marítima;Resto de América;0
1/9/2021;Fluvial/Marítima;Europa;0
1/9/2021;Fluvial/Marítima;Resto del mundo;0
1/9/2021;Terrestre;Bolivia;474
1/9/2021;Terrestre;Brasil;172
1/9/2021;Terrestre;Chile;505
1/9/2021;Terrestre;Paraguay;76
1/9/2021;Terrestre;Uruguay;44
1/9/2021;Terrestre;EE.UU. y Canadá;0
1/9/2021;Terrestre;Resto de América;0
1/9/2021;Terrestre;Europa;0
1/9/2021;Terrestre;Resto del mundo;0
1/10/2021;Aérea;Bolivia;790
1/10/2021;Aérea;Brasil;3124
1/10/2021;Aérea;Chile;1670
1/10/2021;Aérea;Paraguay;1665
1/10/2021;Aérea;Uruguay;1968
1/10/2021;Aérea;EE.UU. y Canadá;33340
1/10/2021;Aérea;Resto de América;7219
1/10/2021;Aérea;Europa;18638
1/10/2021;Aérea;Resto del mundo;1076
1/10/2021;Fluvial/Marítima;Bolivia;0
1/10/2021;Fluvial/Marítima;Brasil;0
1/10/2021;Fluvial/Marítima;Chile;0
1/10/2021;Fluvial/Marítima;Paraguay;0
1/10/2021;Fluvial/Marítima;Uruguay;7736
1/10/2021;Fluvial/Marítima;EE.UU. y Canadá;0
1/10/2021;Fluvial/Marítima;Resto de América;0
1/10/2021;Fluvial/Marítima;Europa;0
1/10/2021;Fluvial/Marítima;Resto del mundo;0
1/10/2021;Terrestre;Bolivia;934
1/10/2021;Terrestre;Brasil;3335
1/10/2021;Terrestre;Chile;1146
1/10/2021;Terrestre;Paraguay;2647
1/10/2021;Terrestre;Uruguay;372
1/10/2021;Terrestre;EE.UU. y Canadá;0
1/10/2021;Terrestre;Resto de América;0
1/10/2021;Terrestre;Europa;0
1/10/2021;Terrestre;Resto del mundo;0
1/11/2021;Aérea;Bolivia;928
1/11/2021;Aérea;Brasil;6881
1/11/2021;Aérea;Chile;4431
1/11/2021;Aérea;Paraguay;2281
1/11/2021;Aérea;Uruguay;2076
1/11/2021;Aérea;EE.UU. y Canadá;36573
1/11/2021;Aérea;Resto de América;21547
1/11/2021;Aérea;Europa;18299
1/11/2021;Aérea;Resto del mundo;1584
1/11/2021;Fluvial/Marítima;Bolivia;0
1/11/2021;Fluvial/Marítima;Brasil;0
1/11/2021;Fluvial/Marítima;Chile;34
1/11/2021;Fluvial/Marítima;Paraguay;1
1/11/2021;Fluvial/Marítima;Uruguay;23452
1/11/2021;Fluvial/Marítima;EE.UU. y Canadá;0
1/11/2021;Fluvial/Marítima;Resto de América;0
1/11/2021;Fluvial/Marítima;Europa;0
1/11/2021;Fluvial/Marítima;Resto del mundo;0
1/11/2021;Terrestre;Bolivia;1954
1/11/2021;Terrestre;Brasil;6004
1/11/2021;Terrestre;Chile;1236
1/11/2021;Terrestre;Paraguay;14546
1/11/2021;Terrestre;Uruguay;7300
1/11/2021;Terrestre;EE.UU. y Canadá;0
1/11/2021;Terrestre;Resto de América;0
1/11/2021;Terrestre;Europa;0
1/11/2021;Terrestre;Resto del mundo;0
1/12/2021;Aérea;Bolivia;1605
1/12/2021;Aérea;Brasil;11906
1/12/2021;Aérea;Chile;8241
1/12/2021;Aérea;Paraguay;2437
1/12/2021;Aérea;Uruguay;3623
1/12/2021;Aérea;EE.UU. y Canadá;23491
1/12/2021;Aérea;Resto de América;27158
1/12/2021;Aérea;Europa;13860
1/12/2021;Aérea;Resto del mundo;2071
1/12/2021;Fluvial/Marítima;Bolivia;0
1/12/2021;Fluvial/Marítima;Brasil;4
1/12/2021;Fluvial/Marítima;Chile;8
1/12/2021;Fluvial/Marítima;Paraguay;75
1/12/2021;Fluvial/Marítima;Uruguay;26976
1/12/2021;Fluvial/Marítima;EE.UU. y Canadá;0
1/12/2021;Fluvial/Marítima;Resto de América;0
1/12/2021;Fluvial/Marítima;Europa;1
1/12/2021;Fluvial/Marítima;Resto del mundo;0
1/12/2021;Terrestre;Bolivia;3308
1/12/2021;Terrestre;Brasil;11871
1/12/2021;Terrestre;Chile;3335
1/12/2021;Terrestre;Paraguay;22019
1/12/2021;Terrestre;Uruguay;12425
1/12/2021;Terrestre;EE.UU. y Canadá;0
1/12/2021;Terrestre;Resto de América;0
1/12/2021;Terrestre;Europa;0
1/12/2021;Terrestre;Resto del mundo;0
1/1/2022;Aérea;Bolivia;3153
1/1/2022;Aérea;Brasil;29414
1/1/2022;Aérea;Chile;7502
1/1/2022;Aérea;Paraguay;2149
1/1/2022;Aérea;Uruguay;8195
1/1/2022;Aérea;EE.UU. y Canadá;24215
1/1/2022;Aérea;Resto de América;37779
1/1/2022;Aérea;Europa;20193
1/1/2022;Aérea;Resto del mundo;3163
1/1/2022;Fluvial/Marítima;Bolivia;0
1/1/2022;Fluvial/Marítima;Brasil;219
1/1/2022;Fluvial/Marítima;Chile;5
1/1/2022;Fluvial/Marítima;Paraguay;554
1/1/2022;Fluvial/Marítima;Uruguay;47772
1/1/2022;Fluvial/Marítima;EE.UU. y Canadá;312
1/1/2022;Fluvial/Marítima;Resto de América;1310
1/1/2022;Fluvial/Marítima;Europa;217
1/1/2022;Fluvial/Marítima;Resto del mundo;51
1/1/2022;Terrestre;Bolivia;4206
1/1/2022;Terrestre;Brasil;88611
1/1/2022;Terrestre;Chile;7020
1/1/2022;Terrestre;Paraguay;87436
1/1/2022;Terrestre;Uruguay;44490
1/1/2022;Terrestre;EE.UU. y Canadá;0
1/1/2022;Terrestre;Resto de América;0
1/1/2022;Terrestre;Europa;0
1/1/2022;Terrestre;Resto del mundo;0
1/2/2022;Aérea;Bolivia;2927
1/2/2022;Aérea;Brasil;44335
1/2/2022;Aérea;Chile;6558
1/2/2022;Aérea;Paraguay;2229
1/2/2022;Aérea;Uruguay;6304
1/2/2022;Aérea;EE.UU. y Canadá;29331
1/2/2022;Aérea;Resto de América;49901
1/2/2022;Aérea;Europa;17304
1/2/2022;Aérea;Resto del mundo;3548
1/2/2022;Fluvial/Marítima;Bolivia;0
1/2/2022;Fluvial/Marítima;Brasil;4301
1/2/2022;Fluvial/Marítima;Chile;1
1/2/2022;Fluvial/Marítima;Paraguay;552
1/2/2022;Fluvial/Marítima;Uruguay;46044
1/2/2022;Fluvial/Marítima;EE.UU. y Canadá;0
1/2/2022;Fluvial/Marítima;Resto de América;0
1/2/2022;Fluvial/Marítima;Europa;0
1/2/2022;Fluvial/Marítima;Resto del mundo;0
1/2/2022;Terrestre;Bolivia;6288
1/2/2022;Terrestre;Brasil;136517
1/2/2022;Terrestre;Chile;9721
1/2/2022;Terrestre;Paraguay;59725
1/2/2022;Terrestre;Uruguay;42642
1/2/2022;Terrestre;EE.UU. y Canadá;0
1/2/2022;Terrestre;Resto de América;0
1/2/2022;Terrestre;Europa;0
1/2/2022;Terrestre;Resto del mundo;0
1/3/2022;Aérea;Bolivia;2399
1/3/2022;Aérea;Brasil;41198
1/3/2022;Aérea;Chile;10189
1/3/2022;Aérea;Paraguay;2509
1/3/2022;Aérea;Uruguay;4423
1/3/2022;Aérea;EE.UU. y Canadá;35683
1/3/2022;Aérea;Resto de América;47849
1/3/2022;Aérea;Europa;25618
1/3/2022;Aérea;Resto del mundo;2293
1/3/2022;Fluvial/Marítima;Bolivia;0
1/3/2022;Fluvial/Marítima;Brasil;3404
1/3/2022;Fluvial/Marítima;Chile;26
1/3/2022;Fluvial/Marítima;Paraguay;818
1/3/2022;Fluvial/Marítima;Uruguay;35564
1/3/2022;Fluvial/Marítima;EE.UU. y Canadá;126
1/3/2022;Fluvial/Marítima;Resto de América;454
1/3/2022;Fluvial/Marítima;Europa;126
1/3/2022;Fluvial/Marítima;Resto del mundo;24
1/3/2022;Terrestre;Bolivia;7156
1/3/2022;Terrestre;Brasil;74822
1/3/2022;Terrestre;Chile;11239
1/3/2022;Terrestre;Paraguay;43500
1/3/2022;Terrestre;Uruguay;32485
1/3/2022;Terrestre;EE.UU. y Canadá;4
1/3/2022;Terrestre;Resto de América;26
1/3/2022;Terrestre;Europa;4
1/3/2022;Terrestre;Resto del mundo;3
1/4/2022;Aérea;Bolivia;1303
1/4/2022;Aérea;Brasil;37024
1/4/2022;Aérea;Chile;10848
1/4/2022;Aérea;Paraguay;2826
1/4/2022;Aérea;Uruguay;3526
1/4/2022;Aérea;EE.UU. y Canadá;30754
1/4/2022;Aérea;Resto de América;48723
1/4/2022;Aérea;Europa;28776
1/4/2022;Aérea;Resto del mundo;3298
1/4/2022;Fluvial/Marítima;Bolivia;165
1/4/2022;Fluvial/Marítima;Brasil;3960
1/4/2022;Fluvial/Marítima;Chile;23
1/4/2022;Fluvial/Marítima;Paraguay;2517
1/4/2022;Fluvial/Marítima;Uruguay;30620
1/4/2022;Fluvial/Marítima;EE.UU. y Canadá;168
1/4/2022;Fluvial/Marítima;Resto de América;493
1/4/2022;Fluvial/Marítima;Europa;152
1/4/2022;Fluvial/Marítima;Resto del mundo;31
1/4/2022;Terrestre;Bolivia;5493
1/4/2022;Terrestre;Brasil;53700
1/4/2022;Terrestre;Chile;13826
1/4/2022;Terrestre;Paraguay;59050
1/4/2022;Terrestre;Uruguay;34111
1/4/2022;Terrestre;EE.UU. y Canadá;7
1/4/2022;Terrestre;Resto de América;36
1/4/2022;Terrestre;Europa;7
1/4/2022;Terrestre;Resto del mundo;7
1/5/2022;Aérea;Bolivia;2047
1/5/2022;Aérea;Brasil;33695
1/5/2022;Aérea;Chile;14438
1/5/2022;Aérea;Paraguay;2878
1/5/2022;Aérea;Uruguay;2654
1/5/2022;Aérea;EE.UU. y Canadá;38697
1/5/2022;Aérea;Resto de América;51127
1/5/2022;Aérea;Europa;40401
1/5/2022;Aérea;Resto del mundo;4272
1/5/2022;Fluvial/Marítima;Bolivia;627
1/5/2022;Fluvial/Marítima;Brasil;3858
1/5/2022;Fluvial/Marítima;Chile;16
1/5/2022;Fluvial/Marítima;Paraguay;3987
1/5/2022;Fluvial/Marítima;Uruguay;20443
1/5/2022;Fluvial/Marítima;EE.UU. y Canadá;205
1/5/2022;Fluvial/Marítima;Resto de América;765
1/5/2022;Fluvial/Marítima;Europa;159
1/5/2022;Fluvial/Marítima;Resto del mundo;51
1/5/2022;Terrestre;Bolivia;7702
1/5/2022;Terrestre;Brasil;27379
1/5/2022;Terrestre;Chile;32198
1/5/2022;Terrestre;Paraguay;51386
1/5/2022;Terrestre;Uruguay;23236
1/5/2022;Terrestre;EE.UU. y Canadá;50
1/5/2022;Terrestre;Resto de América;273
1/5/2022;Terrestre;Europa;43
1/5/2022;Terrestre;Resto del mundo;51
1/6/2022;Aérea;Bolivia;1925
1/6/2022;Aérea;Brasil;25729
1/6/2022;Aérea;Chile;13988
1/6/2022;Aérea;Paraguay;3419
1/6/2022;Aérea;Uruguay;2683
1/6/2022;Aérea;EE.UU. y Canadá;39287
1/6/2022;Aérea;Resto de América;52693
1/6/2022;Aérea;Europa;52354
1/6/2022;Aérea;Resto del mundo;5278
1/6/2022;Fluvial/Marítima;Bolivia;763
1/6/2022;Fluvial/Marítima;Brasil;2367
1/6/2022;Fluvial/Marítima;Chile;2
1/6/2022;Fluvial/Marítima;Paraguay;3700
1/6/2022;Fluvial/Marítima;Uruguay;21438
1/6/2022;Fluvial/Marítima;EE.UU. y Canadá;171
1/6/2022;Fluvial/Marítima;Resto de América;584
1/6/2022;Fluvial/Marítima;Europa;119
1/6/2022;Fluvial/Marítima;Resto del mundo;42
1/6/2022;Terrestre;Bolivia;8972
1/6/2022;Terrestre;Brasil;25560
1/6/2022;Terrestre;Chile;26513
1/6/2022;Terrestre;Paraguay;46557
1/6/2022;Terrestre;Uruguay;25855
1/6/2022;Terrestre;EE.UU. y Canadá;26
1/6/2022;Terrestre;Resto de América;151
1/6/2022;Terrestre;Europa;22
1/6/2022;Terrestre;Resto del mundo;18
1/7/2022;Aérea;Bolivia;1911
1/7/2022;Aérea;Brasil;39109
1/7/2022;Aérea;Chile;16017
1/7/2022;Aérea;Paraguay;2798
1/7/2022;Aérea;Uruguay;1662
1/7/2022;Aérea;EE.UU. y Canadá;38224
1/7/2022;Aérea;Resto de América;53465
1/7/2022;Aérea;Europa;55546
1/7/2022;Aérea;Resto del mundo;5012
1/7/2022;Fluvial/Marítima;Bolivia;1850
1/7/2022;Fluvial/Marítima;Brasil;4730
1/7/2022;Fluvial/Marítima;Chile;0
1/7/2022;Fluvial/Marítima;Paraguay;8540
1/7/2022;Fluvial/Marítima;Uruguay;27954
1/7/2022;Fluvial/Marítima;EE.UU. y Canadá;95
1/7/2022;Fluvial/Marítima;Resto de América;303
1/7/2022;Fluvial/Marítima;Europa;68
1/7/2022;Fluvial/Marítima;Resto del mundo;12
1/7/2022;Terrestre;Bolivia;17421
1/7/2022;Terrestre;Brasil;63363
1/7/2022;Terrestre;Chile;24540
1/7/2022;Terrestre;Paraguay;73158
1/7/2022;Terrestre;Uruguay;33200
1/7/2022;Terrestre;EE.UU. y Canadá;9
1/7/2022;Terrestre;Resto de América;66
1/7/2022;Terrestre;Europa;6
1/7/2022;Terrestre;Resto del mundo;7
1/8/2022;Aérea;Bolivia;1980
1/8/2022;Aérea;Brasil;37489
1/8/2022;Aérea;Chile;12189
1/8/2022;Aérea;Paraguay;2786
1/8/2022;Aérea;Uruguay;2777
1/8/2022;Aérea;EE.UU. y Canadá;43747
1/8/2022;Aérea;Resto de América;56270
1/8/2022;Aérea;Europa;71032
1/8/2022;Aérea;Resto del mundo;5356
1/8/2022;Fluvial/Marítima;Bolivia;2158
1/8/2022;Fluvial/Marítima;Brasil;3021
1/8/2022;Fluvial/Marítima;Chile;11
1/8/2022;Fluvial/Marítima;Paraguay;6758
1/8/2022;Fluvial/Marítima;Uruguay;24421
1/8/2022;Fluvial/Marítima;EE.UU. y Canadá;25
1/8/2022;Fluvial/Marítima;Resto de América;144
1/8/2022;Fluvial/Marítima;Europa;39
1/8/2022;Fluvial/Marítima;Resto del mundo;5
1/8/2022;Terrestre;Bolivia;17812
1/8/2022;Terrestre;Brasil;30257
1/8/2022;Terrestre;Chile;30768
1/8/2022;Terrestre;Paraguay;49832
1/8/2022;Terrestre;Uruguay;25907
1/8/2022;Terrestre;EE.UU. y Canadá;4
1/8/2022;Terrestre;Resto de América;29
1/8/2022;Terrestre;Europa;3
1/8/2022;Terrestre;Resto del mundo;3
1/9/2022;Aérea;Bolivia;1201
1/9/2022;Aérea;Brasil;41915
1/9/2022;Aérea;Chile;13158
1/9/2022;Aérea;Paraguay;3383
1/9/2022;Aérea;Uruguay;3703
1/9/2022;Aérea;EE.UU. y Canadá;40637
1/9/2022;Aérea;Resto de América;45694
1/9/2022;Aérea;Europa;74361
1/9/2022;Aérea;Resto del mundo;6901
1/9/2022;Fluvial/Marítima;Bolivia;2467
1/9/2022;Fluvial/Marítima;Brasil;3308
1/9/2022;Fluvial/Marítima;Chile;9
1/9/2022;Fluvial/Marítima;Paraguay;6039
1/9/2022;Fluvial/Marítima;Uruguay;28103
1/9/2022;Fluvial/Marítima;EE.UU. y Canadá;32
1/9/2022;Fluvial/Marítima;Resto de América;195
1/9/2022;Fluvial/Marítima;Europa;49
1/9/2022;Fluvial/Marítima;Resto del mundo;8
1/9/2022;Terrestre;Bolivia;17520
1/9/2022;Terrestre;Brasil;31505
1/9/2022;Terrestre;Chile;48477
1/9/2022;Terrestre;Paraguay;45137
1/9/2022;Terrestre;Uruguay;27156
1/9/2022;Terrestre;EE.UU. y Canadá;4
1/9/2022;Terrestre;Resto de América;28
1/9/2022;Terrestre;Europa;5
1/9/2022;Terrestre;Resto del mundo;3
1/10/2022;Aérea;Bolivia;474
1/10/2022;Aérea;Brasil;54815
1/10/2022;Aérea;Chile;18887
1/10/2022;Aérea;Paraguay;4130
1/10/2022;Aérea;Uruguay;3700
1/10/2022;Aérea;EE.UU. y Canadá;48934
1/10/2022;Aérea;Resto de América;50893
1/10/2022;Aérea;Europa;65189
1/10/2022;Aérea;Resto del mundo;6554
1/10/2022;Fluvial/Marítima;Bolivia;1493
1/10/2022;Fluvial/Marítima;Brasil;4480
1/10/2022;Fluvial/Marítima;Chile;28
1/10/2022;Fluvial/Marítima;Paraguay;6423
1/10/2022;Fluvial/Marítima;Uruguay;41022
1/10/2022;Fluvial/Marítima;EE.UU. y Canadá;0
1/10/2022;Fluvial/Marítima;Resto de América;0
1/10/2022;Fluvial/Marítima;Europa;6
1/10/2022;Fluvial/Marítima;Resto del mundo;0
1/10/2022;Terrestre;Bolivia;14281
1/10/2022;Terrestre;Brasil;45512
1/10/2022;Terrestre;Chile;73451
1/10/2022;Terrestre;Paraguay;55563
1/10/2022;Terrestre;Uruguay;40713
1/10/2022;Terrestre;EE.UU. y Canadá;25
1/10/2022;Terrestre;Resto de América;191
1/10/2022;Terrestre;Europa;24
1/10/2022;Terrestre;Resto del mundo;17
1/11/2022;Aérea;Bolivia;534
1/11/2022;Aérea;Brasil;38545
1/11/2022;Aérea;Chile;11977
1/11/2022;Aérea;Paraguay;4135
1/11/2022;Aérea;Uruguay;5561
1/11/2022;Aérea;EE.UU. y Canadá;40306
1/11/2022;Aérea;Resto de América;47764
1/11/2022;Aérea;Europa;49359
1/11/2022;Aérea;Resto del mundo;8337
1/11/2022;Fluvial/Marítima;Bolivia;1760
1/11/2022;Fluvial/Marítima;Brasil;3839
1/11/2022;Fluvial/Marítima;Chile;65
1/11/2022;Fluvial/Marítima;Paraguay;6735
1/11/2022;Fluvial/Marítima;Uruguay;37092
1/11/2022;Fluvial/Marítima;EE.UU. y Canadá;134
1/11/2022;Fluvial/Marítima;Resto de América;794
1/11/2022;Fluvial/Marítima;Europa;204
1/11/2022;Fluvial/Marítima;Resto del mundo;0
1/11/2022;Terrestre;Bolivia;14270
1/11/2022;Terrestre;Brasil;37444
1/11/2022;Terrestre;Chile;65483
1/11/2022;Terrestre;Paraguay;44915
1/11/2022;Terrestre;Uruguay;30379
1/11/2022;Terrestre;EE.UU. y Canadá;69
1/11/2022;Terrestre;Resto de América;479
1/11/2022;Terrestre;Europa;69
1/11/2022;Terrestre;Resto del mundo;50
1/12/2022;Aérea;Bolivia;989
1/12/2022;Aérea;Brasil;38316
1/12/2022;Aérea;Chile;12424
1/12/2022;Aérea;Paraguay;3296
1/12/2022;Aérea;Uruguay;5210
1/12/2022;Aérea;EE.UU. y Canadá;25132
1/12/2022;Aérea;Resto de América;37922
1/12/2022;Aérea;Europa;26232
1/12/2022;Aérea;Resto del mundo;20504
1/12/2022;Fluvial/Marítima;Bolivia;1710
1/12/2022;Fluvial/Marítima;Brasil;4834
1/12/2022;Fluvial/Marítima;Chile;239
1/12/2022;Fluvial/Marítima;Paraguay;8664
1/12/2022;Fluvial/Marítima;Uruguay;54554
1/12/2022;Fluvial/Marítima;EE.UU. y Canadá;150
1/12/2022;Fluvial/Marítima;Resto de América;865
1/12/2022;Fluvial/Marítima;Europa;227
1/12/2022;Fluvial/Marítima;Resto del mundo;0
1/12/2022;Terrestre;Bolivia;15878
1/12/2022;Terrestre;Brasil;43287
1/12/2022;Terrestre;Chile;70015
1/12/2022;Terrestre;Paraguay;46797
1/12/2022;Terrestre;Uruguay;39811
1/12/2022;Terrestre;EE.UU. y Canadá;89
1/12/2022;Terrestre;Resto de América;540
1/12/2022;Terrestre;Europa;80
1/12/2022;Terrestre;Resto del mundo;27
1/1/2023;Aérea;Bolivia;1149
1/1/2023;Aérea;Brasil;98005
1/1/2023;Aérea;Chile;19074
1/1/2023;Aérea;Paraguay;4106
1/1/2023;Aérea;Uruguay;3380
1/1/2023;Aérea;EE.UU. y Canadá;43098
1/1/2023;Aérea;Resto de América;65895
1/1/2023;Aérea;Europa;37709
1/1/2023;Aérea;Resto del mundo;10502
1/1/2023;Fluvial/Marítima;Bolivia;3925
1/1/2023;Fluvial/Marítima;Brasil;11673
1/1/2023;Fluvial/Marítima;Chile;1287
1/1/2023;Fluvial/Marítima;Paraguay;22555
1/1/2023;Fluvial/Marítima;Uruguay;115110
1/1/2023;Fluvial/Marítima;EE.UU. y Canadá;115
1/1/2023;Fluvial/Marítima;Resto de América;485
1/1/2023;Fluvial/Marítima;Europa;86
1/1/2023;Fluvial/Marítima;Resto del mundo;25
1/1/2023;Terrestre;Bolivia;40046
1/1/2023;Terrestre;Brasil;307168
1/1/2023;Terrestre;Chile;204309
1/1/2023;Terrestre;Paraguay;154109
1/1/2023;Terrestre;Uruguay;143295
1/1/2023;Terrestre;EE.UU. y Canadá;90
1/1/2023;Terrestre;Resto de América;912
1/1/2023;Terrestre;Europa;118
1/1/2023;Terrestre;Resto del mundo;75
1/2/2023;Aérea;Bolivia;3254
1/2/2023;Aérea;Brasil;95801
1/2/2023;Aérea;Chile;15193
1/2/2023;Aérea;Paraguay;2652
1/2/2023;Aérea;Uruguay;4760
1/2/2023;Aérea;EE.UU. y Canadá;51603
1/2/2023;Aérea;Resto de América;67415
1/2/2023;Aérea;Europa;38700
1/2/2023;Aérea;Resto del mundo;10058
1/2/2023;Fluvial/Marítima;Bolivia;3675
1/2/2023;Fluvial/Marítima;Brasil;11955
1/2/2023;Fluvial/Marítima;Chile;1557
1/2/2023;Fluvial/Marítima;Paraguay;12902
1/2/2023;Fluvial/Marítima;Uruguay;92608
1/2/2023;Fluvial/Marítima;EE.UU. y Canadá;923
1/2/2023;Fluvial/Marítima;Resto de América;2922
1/2/2023;Fluvial/Marítima;Europa;724
1/2/2023;Fluvial/Marítima;Resto del mundo;135
1/2/2023;Terrestre;Bolivia;51831
1/2/2023;Terrestre;Brasil;299176
1/2/2023;Terrestre;Chile;147976
1/2/2023;Terrestre;Paraguay;94845
1/2/2023;Terrestre;Uruguay;140381
1/2/2023;Terrestre;EE.UU. y Canadá;54
1/2/2023;Terrestre;Resto de América;340
1/2/2023;Terrestre;Europa;54
1/2/2023;Terrestre;Resto del mundo;43
1/3/2023;Aérea;Bolivia;962
1/3/2023;Aérea;Brasil;80969
1/3/2023;Aérea;Chile;12201
1/3/2023;Aérea;Paraguay;2924
1/3/2023;Aérea;Uruguay;2261
1/3/2023;Aérea;EE.UU. y Canadá;53312
1/3/2023;Aérea;Resto de América;58219
1/3/2023;Aérea;Europa;32059
1/3/2023;Aérea;Resto del mundo;10133
1/3/2023;Fluvial/Marítima;Bolivia;2143
1/3/2023;Fluvial/Marítima;Brasil;7082
1/3/2023;Fluvial/Marítima;Chile;512
1/3/2023;Fluvial/Marítima;Paraguay;7295
1/3/2023;Fluvial/Marítima;Uruguay;61717
1/3/2023;Fluvial/Marítima;EE.UU. y Canadá;371
1/3/2023;Fluvial/Marítima;Resto de América;1324
1/3/2023;Fluvial/Marítima;Europa;368
1/3/2023;Fluvial/Marítima;Resto del mundo;71
1/3/2023;Terrestre;Bolivia;29158
1/3/2023;Terrestre;Brasil;134376
1/3/2023;Terrestre;Chile;77846
1/3/2023;Terrestre;Paraguay;50239
1/3/2023;Terrestre;Uruguay;51760
1/3/2023;Terrestre;EE.UU. y Canadá;81
1/3/2023;Terrestre;Resto de América;340
1/3/2023;Terrestre;Europa;53
1/3/2023;Terrestre;Resto del mundo;55
1/4/2023;Aérea;Bolivia;1456
1/4/2023;Aérea;Brasil;56144
1/4/2023;Aérea;Chile;13589
1/4/2023;Aérea;Paraguay;2059
1/4/2023;Aérea;Uruguay;1806
1/4/2023;Aérea;EE.UU. y Canadá;41905
1/4/2023;Aérea;Resto de América;54351
1/4/2023;Aérea;Europa;43746
1/4/2023;Aérea;Resto del mundo;7780
1/4/2023;Fluvial/Marítima;Bolivia;1730
1/4/2023;Fluvial/Marítima;Brasil;4964
1/4/2023;Fluvial/Marítima;Chile;51
1/4/2023;Fluvial/Marítima;Paraguay;7381
1/4/2023;Fluvial/Marítima;Uruguay;37701
1/4/2023;Fluvial/Marítima;EE.UU. y Canadá;100
1/4/2023;Fluvial/Marítima;Resto de América;296
1/4/2023;Fluvial/Marítima;Europa;90
1/4/2023;Fluvial/Marítima;Resto del mundo;22
1/4/2023;Terrestre;Bolivia;16596
1/4/2023;Terrestre;Brasil;63540
1/4/2023;Terrestre;Chile;72869
1/4/2023;Terrestre;Paraguay;65823
1/4/2023;Terrestre;Uruguay;37250
1/4/2023;Terrestre;EE.UU. y Canadá;62
1/4/2023;Terrestre;Resto de América;320
1/4/2023;Terrestre;Europa;58
1/4/2023;Terrestre;Resto del mundo;62
1/5/2023;Aérea;Bolivia;998
