indice_tiempo;medio_de_transporte;pais_origen;viajes_de_turistas_no_residentes
1/7/2017;Fluvial/Marítima;Paraguay;10514
1/7/2017;Fluvial/Marítima;Uruguay;35644
1/7/2017;Fluvial/Marítima;EE.UU. y Canadá;2409
1/7/2017;Fluvial/Marítima;Resto de América;4124
1/7/2017;Fluvial/Marítima;Europa;3663
1/7/2017;Fluvial/Marítima;Resto del mundo;993
1/7/2017;Terrestre;Bolivia;40154
1/7/2017;Terrestre;Brasil;37153
1/7/2017;Terrestre;Chile;44147
1/7/2017;Terrestre;Paraguay;72244
1/7/2017;Terrestre;Uruguay;33349
1/7/2017;Terrestre;EE.UU. y Canadá;1687
1/7/2017;Terrestre;Resto de América;9919
1/7/2017;Terrestre;Europa;10259
1/7/2017;Terrestre;Resto del mundo;2784
1/8/2017;Aérea;Bolivia;5151
1/8/2017;Aérea;Brasil;69237
1/8/2017;Aérea;Chile;22029
1/8/2017;Aérea;Paraguay;5679
1/8/2017;Aérea;Uruguay;5798
1/8/2017;Aérea;EE.UU. y Canadá;23394
1/8/2017;Aérea;Resto de América;31970
1/8/2017;Aérea;Europa;35730
1/8/2017;Aérea;Resto del mundo;12758
1/8/2017;Fluvial/Marítima;Bolivia;2362
1/8/2017;Fluvial/Marítima;Brasil;8400
1/8/2017;Fluvial/Marítima;Chile;676
1/8/2017;Fluvial/Marítima;Paraguay;8625
1/8/2017;Fluvial/Marítima;Uruguay;29822
1/8/2017;Fluvial/Marítima;EE.UU. y Canadá;1564
1/8/2017;Fluvial/Marítima;Resto de América;3943
1/8/2017;Fluvial/Marítima;Europa;3801
1/8/2017;Fluvial/Marítima;Resto del mundo;919
1/8/2017;Terrestre;Bolivia;29820
1/8/2017;Terrestre;Brasil;24343
1/8/2017;Terrestre;Chile;31003
1/8/2017;Terrestre;Paraguay;53469
1/8/2017;Terrestre;Uruguay;24507
1/8/2017;Terrestre;EE.UU. y Canadá;1390
1/8/2017;Terrestre;Resto de América;9475
1/8/2017;Terrestre;Europa;12312
1/8/2017;Terrestre;Resto del mundo;3120
1/9/2017;Aérea;Bolivia;5481
1/9/2017;Aérea;Brasil;65764
1/9/2017;Aérea;Chile;26302
1/9/2017;Aérea;Paraguay;5178
1/9/2017;Aérea;Uruguay;5839
1/9/2017;Aérea;EE.UU. y Canadá;17730
1/9/2017;Aérea;Resto de América;30352
1/9/2017;Aérea;Europa;31543
1/9/2017;Aérea;Resto del mundo;13292
1/9/2017;Fluvial/Marítima;Bolivia;2123
1/9/2017;Fluvial/Marítima;Brasil;10936
1/9/2017;Fluvial/Marítima;Chile;1180
1/9/2017;Fluvial/Marítima;Paraguay;8605
1/9/2017;Fluvial/Marítima;Uruguay;30806
1/9/2017;Fluvial/Marítima;EE.UU. y Canadá;1599
1/9/2017;Fluvial/Marítima;Resto de América;3769
1/9/2017;Fluvial/Marítima;Europa;3594
1/9/2017;Fluvial/Marítima;Resto del mundo;1111
1/9/2017;Terrestre;Bolivia;29698
1/9/2017;Terrestre;Brasil;36670
1/9/2017;Terrestre;Chile;51706
1/9/2017;Terrestre;Paraguay;52633
1/9/2017;Terrestre;Uruguay;33600
1/9/2017;Terrestre;EE.UU. y Canadá;1646
1/9/2017;Terrestre;Resto de América;9673
1/9/2017;Terrestre;Europa;10212
1/9/2017;Terrestre;Resto del mundo;3442
1/10/2017;Aérea;Bolivia;5736
1/10/2017;Aérea;Brasil;64309
1/10/2017;Aérea;Chile;30508
1/10/2017;Aérea;Paraguay;5902
1/10/2017;Aérea;Uruguay;5725
1/10/2017;Aérea;EE.UU. y Canadá;21586
1/10/2017;Aérea;Resto de América;38025
1/10/2017;Aérea;Europa;35445
1/10/2017;Aérea;Resto del mundo;15901
1/10/2017;Fluvial/Marítima;Bolivia;4237
1/10/2017;Fluvial/Marítima;Brasil;10575
1/10/2017;Fluvial/Marítima;Chile;1078
1/10/2017;Fluvial/Marítima;Paraguay;7954
1/10/2017;Fluvial/Marítima;Uruguay;32879
1/10/2017;Fluvial/Marítima;EE.UU. y Canadá;3026
1/10/2017;Fluvial/Marítima;Resto de América;5811
1/10/2017;Fluvial/Marítima;Europa;6971
1/10/2017;Fluvial/Marítima;Resto del mundo;1819
1/10/2017;Terrestre;Bolivia;32301
1/10/2017;Terrestre;Brasil;34104
1/10/2017;Terrestre;Chile;54692
1/10/2017;Terrestre;Paraguay;60394
1/10/2017;Terrestre;Uruguay;26546
1/10/2017;Terrestre;EE.UU. y Canadá;3093
1/10/2017;Terrestre;Resto de América;11318
1/10/2017;Terrestre;Europa;18296
1/10/2017;Terrestre;Resto del mundo;5278
1/11/2017;Aérea;Bolivia;5660
1/11/2017;Aérea;Brasil;58755
1/11/2017;Aérea;Chile;26790
1/11/2017;Aérea;Paraguay;6451
1/11/2017;Aérea;Uruguay;5040
1/11/2017;Aérea;EE.UU. y Canadá;30646
1/11/2017;Aérea;Resto de América;39573
1/11/2017;Aérea;Europa;55784
1/11/2017;Aérea;Resto del mundo;15832
1/11/2017;Fluvial/Marítima;Bolivia;2049
1/11/2017;Fluvial/Marítima;Brasil;9511
1/11/2017;Fluvial/Marítima;Chile;765
1/11/2017;Fluvial/Marítima;Paraguay;7644
1/11/2017;Fluvial/Marítima;Uruguay;30965
1/11/2017;Fluvial/Marítima;EE.UU. y Canadá;5482
1/11/2017;Fluvial/Marítima;Resto de América;5812
1/11/2017;Fluvial/Marítima;Europa;12387
1/11/2017;Fluvial/Marítima;Resto del mundo;2748
1/11/2017;Terrestre;Bolivia;27352
1/11/2017;Terrestre;Brasil;31841
1/11/2017;Terrestre;Chile;46370
1/11/2017;Terrestre;Paraguay;53117
1/11/2017;Terrestre;Uruguay;22805
1/11/2017;Terrestre;EE.UU. y Canadá;4987
1/11/2017;Terrestre;Resto de América;11664
1/11/2017;Terrestre;Europa;34827
1/11/2017;Terrestre;Resto del mundo;6113
1/12/2017;Aérea;Bolivia;7172
1/12/2017;Aérea;Brasil;55191
1/12/2017;Aérea;Chile;22525
1/12/2017;Aérea;Paraguay;6822
1/12/2017;Aérea;Uruguay;3969
1/12/2017;Aérea;EE.UU. y Canadá;33558
1/12/2017;Aérea;Resto de América;51936
1/12/2017;Aérea;Europa;59343
1/12/2017;Aérea;Resto del mundo;19363
1/12/2017;Fluvial/Marítima;Bolivia;2628
1/12/2017;Fluvial/Marítima;Brasil;21398
1/12/2017;Fluvial/Marítima;Chile;1447
1/12/2017;Fluvial/Marítima;Paraguay;15458
1/12/2017;Fluvial/Marítima;Uruguay;26970
1/12/2017;Fluvial/Marítima;EE.UU. y Canadá;13118
1/12/2017;Fluvial/Marítima;Resto de América;11032
1/12/2017;Fluvial/Marítima;Europa;14224
1/12/2017;Fluvial/Marítima;Resto del mundo;4493
1/12/2017;Terrestre;Bolivia;51290
1/12/2017;Terrestre;Brasil;37041
1/12/2017;Terrestre;Chile;82286
1/12/2017;Terrestre;Paraguay;139900
1/12/2017;Terrestre;Uruguay;23992
1/12/2017;Terrestre;EE.UU. y Canadá;6488
1/12/2017;Terrestre;Resto de América;17090
1/12/2017;Terrestre;Europa;29679
1/12/2017;Terrestre;Resto del mundo;9945
1/1/2018;Aérea;Bolivia;7839
1/1/2018;Aérea;Brasil;56344
1/1/2018;Aérea;Chile;17481
1/1/2018;Aérea;Paraguay;7264
1/1/2018;Aérea;Uruguay;3200
1/1/2018;Aérea;EE.UU. y Canadá;45297
1/1/2018;Aérea;Resto de América;39163
1/1/2018;Aérea;Europa;72264
1/1/2018;Aérea;Resto del mundo;20929
1/1/2018;Fluvial/Marítima;Bolivia;3084
1/1/2018;Fluvial/Marítima;Brasil;44661
1/1/2018;Fluvial/Marítima;Chile;2354
1/1/2018;Fluvial/Marítima;Paraguay;11505
1/1/2018;Fluvial/Marítima;Uruguay;20856
1/1/2018;Fluvial/Marítima;EE.UU. y Canadá;19060
1/1/2018;Fluvial/Marítima;Resto de América;8341
1/1/2018;Fluvial/Marítima;Europa;19720
1/1/2018;Fluvial/Marítima;Resto del mundo;5747
1/1/2018;Terrestre;Bolivia;66575
1/1/2018;Terrestre;Brasil;55808
1/1/2018;Terrestre;Chile;104308
1/1/2018;Terrestre;Paraguay;79463
1/1/2018;Terrestre;Uruguay;23582
1/1/2018;Terrestre;EE.UU. y Canadá;7709
1/1/2018;Terrestre;Resto de América;17151
1/1/2018;Terrestre;Europa;33645
1/1/2018;Terrestre;Resto del mundo;15886
1/2/2018;Aérea;Bolivia;5604
1/2/2018;Aérea;Brasil;33962
1/2/2018;Aérea;Chile;22360
1/2/2018;Aérea;Paraguay;4445
1/2/2018;Aérea;Uruguay;3538
1/2/2018;Aérea;EE.UU. y Canadá;28976
1/2/2018;Aérea;Resto de América;26683
1/2/2018;Aérea;Europa;52549
1/2/2018;Aérea;Resto del mundo;17900
1/2/2018;Fluvial/Marítima;Bolivia;1916
1/2/2018;Fluvial/Marítima;Brasil;30067
1/2/2018;Fluvial/Marítima;Chile;3676
1/2/2018;Fluvial/Marítima;Paraguay;8470
1/2/2018;Fluvial/Marítima;Uruguay;22461
1/2/2018;Fluvial/Marítima;EE.UU. y Canadá;20931
1/2/2018;Fluvial/Marítima;Resto de América;4916
1/2/2018;Fluvial/Marítima;Europa;22152
1/2/2018;Fluvial/Marítima;Resto del mundo;6620
1/2/2018;Terrestre;Bolivia;45344
1/2/2018;Terrestre;Brasil;32527
1/2/2018;Terrestre;Chile;144910
1/2/2018;Terrestre;Paraguay;68065
1/2/2018;Terrestre;Uruguay;23858
1/2/2018;Terrestre;EE.UU. y Canadá;6822
1/2/2018;Terrestre;Resto de América;12533
1/2/2018;Terrestre;Europa;31738
1/2/2018;Terrestre;Resto del mundo;13226
1/3/2018;Aérea;Bolivia;5301
1/3/2018;Aérea;Brasil;35108
1/3/2018;Aérea;Chile;20654
1/3/2018;Aérea;Paraguay;5535
1/3/2018;Aérea;Uruguay;4804
1/3/2018;Aérea;EE.UU. y Canadá;34464
1/3/2018;Aérea;Resto de América;33645
1/3/2018;Aérea;Europa;58831
1/3/2018;Aérea;Resto del mundo;17868
1/3/2018;Fluvial/Marítima;Bolivia;6977
1/3/2018;Fluvial/Marítima;Brasil;16131
1/3/2018;Fluvial/Marítima;Chile;1299
1/3/2018;Fluvial/Marítima;Paraguay;8648
1/3/2018;Fluvial/Marítima;Uruguay;30306
1/3/2018;Fluvial/Marítima;EE.UU. y Canadá;13301
1/3/2018;Fluvial/Marítima;Resto de América;6004
1/3/2018;Fluvial/Marítima;Europa;13733
1/3/2018;Fluvial/Marítima;Resto del mundo;3410
1/3/2018;Terrestre;Bolivia;28684
1/3/2018;Terrestre;Brasil;25860
1/3/2018;Terrestre;Chile;65203
1/3/2018;Terrestre;Paraguay;69313
1/3/2018;Terrestre;Uruguay;31439
1/3/2018;Terrestre;EE.UU. y Canadá;6796
1/3/2018;Terrestre;Resto de América;11775
1/3/2018;Terrestre;Europa;31053
1/3/2018;Terrestre;Resto del mundo;9366
1/4/2018;Aérea;Bolivia;5043
1/4/2018;Aérea;Brasil;49415
1/4/2018;Aérea;Chile;22401
1/4/2018;Aérea;Paraguay;5776
1/4/2018;Aérea;Uruguay;4982
1/4/2018;Aérea;EE.UU. y Canadá;28401
1/4/2018;Aérea;Resto de América;32608
1/4/2018;Aérea;Europa;52361
1/4/2018;Aérea;Resto del mundo;16376
1/4/2018;Fluvial/Marítima;Bolivia;7788
1/4/2018;Fluvial/Marítima;Brasil;8576
1/4/2018;Fluvial/Marítima;Chile;801
1/4/2018;Fluvial/Marítima;Paraguay;7407
1/4/2018;Fluvial/Marítima;Uruguay;30684
1/4/2018;Fluvial/Marítima;EE.UU. y Canadá;2505
1/4/2018;Fluvial/Marítima;Resto de América;4454
1/4/2018;Fluvial/Marítima;Europa;5968
1/4/2018;Fluvial/Marítima;Resto del mundo;1478
1/4/2018;Terrestre;Bolivia;26137
1/4/2018;Terrestre;Brasil;29516
1/4/2018;Terrestre;Chile;54714
1/4/2018;Terrestre;Paraguay;44000
1/4/2018;Terrestre;Uruguay;21539
1/4/2018;Terrestre;EE.UU. y Canadá;3915
1/4/2018;Terrestre;Resto de América;9573
1/4/2018;Terrestre;Europa;17393
1/4/2018;Terrestre;Resto del mundo;6147
1/5/2018;Aérea;Bolivia;4536
1/5/2018;Aérea;Brasil;52262
1/5/2018;Aérea;Chile;24078
1/5/2018;Aérea;Paraguay;6109
1/5/2018;Aérea;Uruguay;4871
1/5/2018;Aérea;EE.UU. y Canadá;20737
1/5/2018;Aérea;Resto de América;29133
1/5/2018;Aérea;Europa;35450
1/5/2018;Aérea;Resto del mundo;13808
1/5/2018;Fluvial/Marítima;Bolivia;7418
1/5/2018;Fluvial/Marítima;Brasil;8054
1/5/2018;Fluvial/Marítima;Chile;773
1/5/2018;Fluvial/Marítima;Paraguay;7489
1/5/2018;Fluvial/Marítima;Uruguay;26995
1/5/2018;Fluvial/Marítima;EE.UU. y Canadá;1922
1/5/2018;Fluvial/Marítima;Resto de América;3572
1/5/2018;Fluvial/Marítima;Europa;3660
1/5/2018;Fluvial/Marítima;Resto del mundo;1266
1/5/2018;Terrestre;Bolivia;26661
1/5/2018;Terrestre;Brasil;24287
1/5/2018;Terrestre;Chile;43579
1/5/2018;Terrestre;Paraguay;45707
1/5/2018;Terrestre;Uruguay;17463
1/5/2018;Terrestre;EE.UU. y Canadá;2104
1/5/2018;Terrestre;Resto de América;8661
1/5/2018;Terrestre;Europa;11580
1/5/2018;Terrestre;Resto del mundo;3565
1/6/2018;Aérea;Bolivia;4502
1/6/2018;Aérea;Brasil;57070
1/6/2018;Aérea;Chile;18667
1/6/2018;Aérea;Paraguay;4794
1/6/2018;Aérea;Uruguay;3976
1/6/2018;Aérea;EE.UU. y Canadá;19876
1/6/2018;Aérea;Resto de América;28088
1/6/2018;Aérea;Europa;27084
1/6/2018;Aérea;Resto del mundo;11391
1/6/2018;Fluvial/Marítima;Bolivia;6972
1/6/2018;Fluvial/Marítima;Brasil;7358
1/6/2018;Fluvial/Marítima;Chile;538
1/6/2018;Fluvial/Marítima;Paraguay;6619
1/6/2018;Fluvial/Marítima;Uruguay;21413
1/6/2018;Fluvial/Marítima;EE.UU. y Canadá;2053
1/6/2018;Fluvial/Marítima;Resto de América;3381
1/6/2018;Fluvial/Marítima;Europa;2692
1/6/2018;Fluvial/Marítima;Resto del mundo;1055
1/6/2018;Terrestre;Bolivia;23639
1/6/2018;Terrestre;Brasil;23616
1/6/2018;Terrestre;Chile;22735
1/6/2018;Terrestre;Paraguay;39052
1/6/2018;Terrestre;Uruguay;14004
1/6/2018;Terrestre;EE.UU. y Canadá;1646
1/6/2018;Terrestre;Resto de América;7810
1/6/2018;Terrestre;Europa;6826
1/6/2018;Terrestre;Resto del mundo;2463
1/7/2018;Aérea;Bolivia;5748
1/7/2018;Aérea;Brasil;93346
1/7/2018;Aérea;Chile;28871
1/7/2018;Aérea;Paraguay;7263
1/7/2018;Aérea;Uruguay;5150
1/7/2018;Aérea;EE.UU. y Canadá;22594
1/7/2018;Aérea;Resto de América;30485
1/7/2018;Aérea;Europa;29514
1/7/2018;Aérea;Resto del mundo;11418
1/7/2018;Fluvial/Marítima;Bolivia;9237
1/7/2018;Fluvial/Marítima;Brasil;13951
1/7/2018;Fluvial/Marítima;Chile;1091
1/7/2018;Fluvial/Marítima;Paraguay;9319
1/7/2018;Fluvial/Marítima;Uruguay;33344
1/7/2018;Fluvial/Marítima;EE.UU. y Canadá;1894
1/7/2018;Fluvial/Marítima;Resto de América;4551
1/7/2018;Fluvial/Marítima;Europa;3476
1/7/2018;Fluvial/Marítima;Resto del mundo;1030
1/7/2018;Terrestre;Bolivia;36982
1/7/2018;Terrestre;Brasil;34933
1/7/2018;Terrestre;Chile;41589
1/7/2018;Terrestre;Paraguay;69307
1/7/2018;Terrestre;Uruguay;33120
1/7/2018;Terrestre;EE.UU. y Canadá;1981
1/7/2018;Terrestre;Resto de América;10395
1/7/2018;Terrestre;Europa;10010
1/7/2018;Terrestre;Resto del mundo;2992
1/8/2018;Aérea;Bolivia;4853
1/8/2018;Aérea;Brasil;78239
1/8/2018;Aérea;Chile;24988
1/8/2018;Aérea;Paraguay;6138
1/8/2018;Aérea;Uruguay;5156
1/8/2018;Aérea;EE.UU. y Canadá;23858
1/8/2018;Aérea;Resto de América;33821
1/8/2018;Aérea;Europa;36631
1/8/2018;Aérea;Resto del mundo;13672
1/8/2018;Fluvial/Marítima;Bolivia;6853
1/8/2018;Fluvial/Marítima;Brasil;8501
1/8/2018;Fluvial/Marítima;Chile;719
1/8/2018;Fluvial/Marítima;Paraguay;7579
1/8/2018;Fluvial/Marítima;Uruguay;27000
1/8/2018;Fluvial/Marítima;EE.UU. y Canadá;1760
1/8/2018;Fluvial/Marítima;Resto de América;4460
1/8/2018;Fluvial/Marítima;Europa;3865
1/8/2018;Fluvial/Marítima;Resto del mundo;953
1/8/2018;Terrestre;Bolivia;26082
1/8/2018;Terrestre;Brasil;26492
1/8/2018;Terrestre;Chile;29911
1/8/2018;Terrestre;Paraguay;49726
1/8/2018;Terrestre;Uruguay;23198
1/8/2018;Terrestre;EE.UU. y Canadá;1651
1/8/2018;Terrestre;Resto de América;9452
1/8/2018;Terrestre;Europa;13027
1/8/2018;Terrestre;Resto del mundo;2753
1/9/2018;Aérea;Bolivia;5108
1/9/2018;Aérea;Brasil;70203
1/9/2018;Aérea;Chile;34060
1/9/2018;Aérea;Paraguay;5395
1/9/2018;Aérea;Uruguay;5363
1/9/2018;Aérea;EE.UU. y Canadá;20554
1/9/2018;Aérea;Resto de América;36422
1/9/2018;Aérea;Europa;34122
1/9/2018;Aérea;Resto del mundo;14115
1/9/2018;Fluvial/Marítima;Bolivia;6164
1/9/2018;Fluvial/Marítima;Brasil;9361
1/9/2018;Fluvial/Marítima;Chile;1271
1/9/2018;Fluvial/Marítima;Paraguay;6598
1/9/2018;Fluvial/Marítima;Uruguay;37447
1/9/2018;Fluvial/Marítima;EE.UU. y Canadá;1675
1/9/2018;Fluvial/Marítima;Resto de América;4729
1/9/2018;Fluvial/Marítima;Europa;4185
1/9/2018;Fluvial/Marítima;Resto del mundo;1297
1/9/2018;Terrestre;Bolivia;25063
1/9/2018;Terrestre;Brasil;35724
1/9/2018;Terrestre;Chile;67132
1/9/2018;Terrestre;Paraguay;48557
1/9/2018;Terrestre;Uruguay;42823
1/9/2018;Terrestre;EE.UU. y Canadá;2261
1/9/2018;Terrestre;Resto de América;10361
1/9/2018;Terrestre;Europa;11762
1/9/2018;Terrestre;Resto del mundo;4241
1/10/2018;Aérea;Bolivia;5301
1/10/2018;Aérea;Brasil;64194
1/10/2018;Aérea;Chile;33322
1/10/2018;Aérea;Paraguay;5640
1/10/2018;Aérea;Uruguay;5255
1/10/2018;Aérea;EE.UU. y Canadá;23724
1/10/2018;Aérea;Resto de América;39789
1/10/2018;Aérea;Europa;41278
1/10/2018;Aérea;Resto del mundo;19428
1/10/2018;Fluvial/Marítima;Bolivia;6114
1/10/2018;Fluvial/Marítima;Brasil;8161
1/10/2018;Fluvial/Marítima;Chile;897
1/10/2018;Fluvial/Marítima;Paraguay;6929
1/10/2018;Fluvial/Marítima;Uruguay;35360
1/10/2018;Fluvial/Marítima;EE.UU. y Canadá;3308
1/10/2018;Fluvial/Marítima;Resto de América;5824
1/10/2018;Fluvial/Marítima;Europa;6443
1/10/2018;Fluvial/Marítima;Resto del mundo;1973
1/10/2018;Terrestre;Bolivia;28277
1/10/2018;Terrestre;Brasil;33214
1/10/2018;Terrestre;Chile;49878
1/10/2018;Terrestre;Paraguay;51596
1/10/2018;Terrestre;Uruguay;32386
1/10/2018;Terrestre;EE.UU. y Canadá;3715
1/10/2018;Terrestre;Resto de América;12472
1/10/2018;Terrestre;Europa;20946
1/10/2018;Terrestre;Resto del mundo;5306
1/11/2018;Aérea;Bolivia;6059
1/11/2018;Aérea;Brasil;68666
1/11/2018;Aérea;Chile;35893
1/11/2018;Aérea;Paraguay;5753
1/11/2018;Aérea;Uruguay;4209
1/11/2018;Aérea;EE.UU. y Canadá;32754
1/11/2018;Aérea;Resto de América;44835
1/11/2018;Aérea;Europa;60223
1/11/2018;Aérea;Resto del mundo;16165
1/11/2018;Fluvial/Marítima;Bolivia;5215
1/11/2018;Fluvial/Marítima;Brasil;8478
1/11/2018;Fluvial/Marítima;Chile;845
1/11/2018;Fluvial/Marítima;Paraguay;6479
1/11/2018;Fluvial/Marítima;Uruguay;32787
1/11/2018;Fluvial/Marítima;EE.UU. y Canadá;4743
1/11/2018;Fluvial/Marítima;Resto de América;6281
1/11/2018;Fluvial/Marítima;Europa;11992
1/11/2018;Fluvial/Marítima;Resto del mundo;2358
1/11/2018;Terrestre;Bolivia;24744
1/11/2018;Terrestre;Brasil;35898
1/11/2018;Terrestre;Chile;65410
1/11/2018;Terrestre;Paraguay;47220
1/11/2018;Terrestre;Uruguay;30604
1/11/2018;Terrestre;EE.UU. y Canadá;6674
1/11/2018;Terrestre;Resto de América;13924
1/11/2018;Terrestre;Europa;40735
1/11/2018;Terrestre;Resto del mundo;6974
1/12/2018;Aérea;Bolivia;7048
1/12/2018;Aérea;Brasil;68837
1/12/2018;Aérea;Chile;27783
1/12/2018;Aérea;Paraguay;7059
1/12/2018;Aérea;Uruguay;3684
1/12/2018;Aérea;EE.UU. y Canadá;37767
1/12/2018;Aérea;Resto de América;56794
1/12/2018;Aérea;Europa;63748
1/12/2018;Aérea;Resto del mundo;21922
1/12/2018;Fluvial/Marítima;Bolivia;7241
1/12/2018;Fluvial/Marítima;Brasil;30258
1/12/2018;Fluvial/Marítima;Chile;1057
1/12/2018;Fluvial/Marítima;Paraguay;11949
1/12/2018;Fluvial/Marítima;Uruguay;24875
1/12/2018;Fluvial/Marítima;EE.UU. y Canadá;14664
1/12/2018;Fluvial/Marítima;Resto de América;11353
1/12/2018;Fluvial/Marítima;Europa;15867
1/12/2018;Fluvial/Marítima;Resto del mundo;5321
1/12/2018;Terrestre;Bolivia;47950
1/12/2018;Terrestre;Brasil;39062
1/12/2018;Terrestre;Chile;71990
1/12/2018;Terrestre;Paraguay;117189
1/12/2018;Terrestre;Uruguay;27398
1/12/2018;Terrestre;EE.UU. y Canadá;8240
1/12/2018;Terrestre;Resto de América;16385
1/12/2018;Terrestre;Europa;32507
1/12/2018;Terrestre;Resto del mundo;10238
1/1/2019;Aérea;Bolivia;8521
1/1/2019;Aérea;Brasil;82662
1/1/2019;Aérea;Chile;27371
1/1/2019;Aérea;Paraguay;8320
1/1/2019;Aérea;Uruguay;3732
1/1/2019;Aérea;EE.UU. y Canadá;52176
1/1/2019;Aérea;Resto de América;48866
1/1/2019;Aérea;Europa;84273
1/1/2019;Aérea;Resto del mundo;23324
1/1/2019;Fluvial/Marítima;Bolivia;7656
1/1/2019;Fluvial/Marítima;Brasil;46798
1/1/2019;Fluvial/Marítima;Chile;2442
1/1/2019;Fluvial/Marítima;Paraguay;9687
1/1/2019;Fluvial/Marítima;Uruguay;18681
1/1/2019;Fluvial/Marítima;EE.UU. y Canadá;24862
1/1/2019;Fluvial/Marítima;Resto de América;7958
1/1/2019;Fluvial/Marítima;Europa;23162
1/1/2019;Fluvial/Marítima;Resto del mundo;7342
1/1/2019;Terrestre;Bolivia;56592
1/1/2019;Terrestre;Brasil;58495
1/1/2019;Terrestre;Chile;97372
1/1/2019;Terrestre;Paraguay;68366
1/1/2019;Terrestre;Uruguay;29304
1/1/2019;Terrestre;EE.UU. y Canadá;9336
1/1/2019;Terrestre;Resto de América;18013
1/1/2019;Terrestre;Europa;39333
1/1/2019;Terrestre;Resto del mundo;16156
1/2/2019;Aérea;Bolivia;5866
1/2/2019;Aérea;Brasil;38387
1/2/2019;Aérea;Chile;36923
1/2/2019;Aérea;Paraguay;6273
1/2/2019;Aérea;Uruguay;3853
1/2/2019;Aérea;EE.UU. y Canadá;32654
1/2/2019;Aérea;Resto de América;33047
1/2/2019;Aérea;Europa;57427
1/2/2019;Aérea;Resto del mundo;18403
1/2/2019;Fluvial/Marítima;Bolivia;5335
1/2/2019;Fluvial/Marítima;Brasil;29603
1/2/2019;Fluvial/Marítima;Chile;3858
1/2/2019;Fluvial/Marítima;Paraguay;8281
1/2/2019;Fluvial/Marítima;Uruguay;19701
1/2/2019;Fluvial/Marítima;EE.UU. y Canadá;26970
1/2/2019;Fluvial/Marítima;Resto de América;4659
1/2/2019;Fluvial/Marítima;Europa;24512
1/2/2019;Fluvial/Marítima;Resto del mundo;9343
1/2/2019;Terrestre;Bolivia;38547
1/2/2019;Terrestre;Brasil;26428
1/2/2019;Terrestre;Chile;137782
1/2/2019;Terrestre;Paraguay;58506
1/2/2019;Terrestre;Uruguay;26008
1/2/2019;Terrestre;EE.UU. y Canadá;8225
1/2/2019;Terrestre;Resto de América;11990
1/2/2019;Terrestre;Europa;37007
1/2/2019;Terrestre;Resto del mundo;15791
1/3/2019;Aérea;Bolivia;5602
1/3/2019;Aérea;Brasil;61903
1/3/2019;Aérea;Chile;28033
1/3/2019;Aérea;Paraguay;6234
1/3/2019;Aérea;Uruguay;4934
1/3/2019;Aérea;EE.UU. y Canadá;38838
1/3/2019;Aérea;Resto de América;36038
1/3/2019;Aérea;Europa;66074
1/3/2019;Aérea;Resto del mundo;19952
1/3/2019;Fluvial/Marítima;Bolivia;6715
1/3/2019;Fluvial/Marítima;Brasil;24150
1/3/2019;Fluvial/Marítima;Chile;1187
1/3/2019;Fluvial/Marítima;Paraguay;6826
1/3/2019;Fluvial/Marítima;Uruguay;24466
1/3/2019;Fluvial/Marítima;EE.UU. y Canadá;17585
1/3/2019;Fluvial/Marítima;Resto de América;5369
1/3/2019;Fluvial/Marítima;Europa;16718
1/3/2019;Fluvial/Marítima;Resto del mundo;5046
1/3/2019;Terrestre;Bolivia;27304
1/3/2019;Terrestre;Brasil;35582
1/3/2019;Terrestre;Chile;62614
1/3/2019;Terrestre;Paraguay;47254
1/3/2019;Terrestre;Uruguay;27584
1/3/2019;Terrestre;EE.UU. y Canadá;7877
1/3/2019;Terrestre;Resto de América;11994
1/3/2019;Terrestre;Europa;33209
1/3/2019;Terrestre;Resto del mundo;11786
1/4/2019;Aérea;Bolivia;5429
1/4/2019;Aérea;Brasil;59837
1/4/2019;Aérea;Chile;28146
1/4/2019;Aérea;Paraguay;7552
1/4/2019;Aérea;Uruguay;9069
1/4/2019;Aérea;EE.UU. y Canadá;27754
1/4/2019;Aérea;Resto de América;38476
1/4/2019;Aérea;Europa;52864
1/4/2019;Aérea;Resto del mundo;14301
1/4/2019;Fluvial/Marítima;Bolivia;6681
1/4/2019;Fluvial/Marítima;Brasil;7636
1/4/2019;Fluvial/Marítima;Chile;762
1/4/2019;Fluvial/Marítima;Paraguay;6842
1/4/2019;Fluvial/Marítima;Uruguay;37295
1/4/2019;Fluvial/Marítima;EE.UU. y Canadá;3206
1/4/2019;Fluvial/Marítima;Resto de América;5450
1/4/2019;Fluvial/Marítima;Europa;7456
1/4/2019;Fluvial/Marítima;Resto del mundo;2195
1/4/2019;Terrestre;Bolivia;25916
1/4/2019;Terrestre;Brasil;29125
1/4/2019;Terrestre;Chile;58612
1/4/2019;Terrestre;Paraguay;51208
1/4/2019;Terrestre;Uruguay;47763
1/4/2019;Terrestre;EE.UU. y Canadá;4364
1/4/2019;Terrestre;Resto de América;12358
1/4/2019;Terrestre;Europa;24504
1/4/2019;Terrestre;Resto del mundo;7317
1/5/2019;Aérea;Bolivia;5509
1/5/2019;Aérea;Brasil;69763
1/5/2019;Aérea;Chile;30746
1/5/2019;Aérea;Paraguay;7077
1/5/2019;Aérea;Uruguay;6278
1/5/2019;Aérea;EE.UU. y Canadá;21506
1/5/2019;Aérea;Resto de América;35034
1/5/2019;Aérea;Europa;39163
